2020-05-13 15:38:41,843 - newsai.dfconvert - INFO - Ipython active
2020-05-13 15:41:13,815 - newsai.dfconvert - INFO - Ipython active
2020-05-13 15:42:39,911 - newsai.utils.nlp - INFO - Removing 1010 rows with nulls
2020-05-13 15:45:27,327 - newsai.dfconvert - INFO - Ipython active
2020-05-13 15:45:58,761 - newsai.utils.nlp - INFO - Removing 1010 rows with nulls
2020-05-13 16:08:33,042 - newsai.dfconvert - INFO - Ipython active
2020-05-13 18:28:45,934 - newsai.utils.nlp - INFO - Removing 1010 rows with nulls
2020-05-13 19:07:11,825 - newsai.async_download - DEBUG - getting https://www.bbc.com/news
2020-05-13 19:07:11,985 - newsai.async_download - DEBUG - getting https://www.foxnews.com/
2020-05-13 19:07:11,991 - newsai.async_download - DEBUG - getting https://abcnews.go.com/
2020-05-13 19:07:11,994 - newsai.async_download - DEBUG - getting https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv
2020-05-13 19:07:12,660 - newsai.async_download - INFO - Status: 200
2020-05-13 19:07:12,690 - newsai.async_download - DEBUG - searching url: https://www.foxnews.com/
2020-05-13 19:07:13,572 - newsai.async_download - INFO - Status: 200
2020-05-13 19:07:13,842 - newsai.async_download - DEBUG - searching url: https://www.bbc.com/news
2020-05-13 19:07:14,357 - newsai.async_download - DEBUG - searching url: https://www.bbc.com/news
2020-05-13 19:07:14,641 - newsai.async_download - INFO - Status: 200
2020-05-13 19:07:14,646 - newsai.async_download - INFO - Status: 200
2020-05-13 19:07:14,653 - newsai.async_download - DEBUG - searching url: https://abcnews.go.com/
2020-05-13 19:11:33,137 - newsai.async_download - DEBUG - getting https://www.bbc.com/news
2020-05-13 19:11:33,137 - newsai.async_download - DEBUG - getting https://www.bbc.com/news
2020-05-13 19:11:33,152 - newsai.async_download - DEBUG - getting https://www.foxnews.com/
2020-05-13 19:11:33,152 - newsai.async_download - DEBUG - getting https://www.foxnews.com/
2020-05-13 19:11:33,162 - newsai.async_download - DEBUG - getting https://abcnews.go.com/
2020-05-13 19:11:33,162 - newsai.async_download - DEBUG - getting https://abcnews.go.com/
2020-05-13 19:11:33,171 - newsai.async_download - DEBUG - getting https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv
2020-05-13 19:11:33,171 - newsai.async_download - DEBUG - getting https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv
2020-05-13 19:11:33,701 - newsai.async_download - INFO - Status: 200
2020-05-13 19:11:33,701 - newsai.async_download - INFO - Status: 200
2020-05-13 19:11:33,750 - newsai.async_download - DEBUG - searching url: https://www.foxnews.com/
2020-05-13 19:11:33,750 - newsai.async_download - DEBUG - searching url: https://www.foxnews.com/
2020-05-13 19:11:34,106 - newsai.async_download - INFO - Status: 200
2020-05-13 19:11:34,106 - newsai.async_download - INFO - Status: 200
